source	target	weight
Agroforestry	Climate resilience	2
Agroforestry	Diversity (politics)	2
Agroforestry	Environmental planning	1
Agroforestry	Psychological resilience	2
Agroforestry	Resilience (materials science)	2
Biodiversity	Biodiversity conservation	1
Biodiversity	Biology	1
Biodiversity	Climate change	1
Biodiversity	Climate resilience	1
Biodiversity	Diversity (politics)	1
Biodiversity	Ecology	1
Biodiversity	Environmental planning	1
Biodiversity	Environmental resource management	1
Biodiversity	Environmental science	1
Biodiversity	Geography	1
Biodiversity	Political science	1
Biodiversity	Psychological resilience	1
Biodiversity	Resilience (materials science)	1
Biodiversity	Sustainability	1
Biodiversity conservation	Biology	1
Biodiversity conservation	Climate change	1
Biodiversity conservation	Climate resilience	1
Biodiversity conservation	Diversity (politics)	1
Biodiversity conservation	Ecology	1
Biodiversity conservation	Environmental planning	1
Biodiversity conservation	Environmental resource management	1
Biodiversity conservation	Environmental science	1
Biodiversity conservation	Geography	1
Biodiversity conservation	Political science	1
Biodiversity conservation	Psychological resilience	1
Biodiversity conservation	Resilience (materials science)	1
Biodiversity conservation	Sustainability	1
Biology	Climate resilience	2
Biology	Diversity (politics)	2
Biology	Environmental planning	1
Biology	Psychological resilience	1
Climate change	Climate resilience	2
Climate change	Diversity (politics)	2
Climate change	Environmental planning	2
Climate change	Political science	2
Climate change	Psychological resilience	1
Climate change	Resilience (materials science)	2
Climate resilience	Diversity (politics)	2
Climate resilience	Ecology	2
Climate resilience	Environmental planning	1
Climate resilience	Environmental resource management	2
Climate resilience	Environmental science	2
Climate resilience	Geography	2
Climate resilience	Political science	2
Climate resilience	Psychological resilience	1
Climate resilience	Resilience (materials science)	2
Climate resilience	Sustainability	1
Diversity (politics)	Ecology	2
Diversity (politics)	Environmental planning	1
Diversity (politics)	Environmental resource management	2
Diversity (politics)	Environmental science	2
Diversity (politics)	Geography	2
Diversity (politics)	Political science	2
Diversity (politics)	Psychological resilience	1
Diversity (politics)	Resilience (materials science)	2
Diversity (politics)	Sustainability	1
Ecology	Psychological resilience	1
Environmental planning	Psychological resilience	2
Environmental planning	Resilience (materials science)	2
Environmental resource management	Psychological resilience	3
Environmental resource management	Resilience (materials science)	3
Environmental science	Psychological resilience	2
Geography	Psychological resilience	3
Geography	Resilience (materials science)	3
Political science	Psychological resilience	1
Political science	Resilience (materials science)	2
Psychological resilience	Resilience (materials science)	2
Psychological resilience	Sustainability	2
Resilience (materials science)	Sustainability	2
Agriculture	Animal science	1
Agriculture	Demography	2
Agriculture	Heat stress	1
Agriculture	Materials science	2
Agriculture	Sorghum bicolor	1
Agronomy	Demography	2
Agronomy	Population	4
Agronomy	Sorghum bicolor	2
Animal science	Demography	1
Animal science	Ecology	3
Animal science	Geography	1
Animal science	Heat stress	1
Animal science	Hybrid	2
Animal science	Materials science	1
Animal science	Population	1
Animal science	Sorghum	1
Animal science	Sorghum bicolor	1
Biology	Demography	2
Biology	Population	5
Biology	Sorghum bicolor	2
Demography	Ecology	2
Demography	Environmental science	1
Demography	Geography	1
Demography	Heat stress	1
Demography	Hybrid	1
Demography	Materials science	1
Demography	Population	2
Demography	Sorghum	2
Demography	Sorghum bicolor	1
Demography	Yield (engineering)	1
Ecology	Sorghum bicolor	1
Environmental science	Hybrid	3
Environmental science	Sorghum bicolor	1
Geography	Heat stress	1
Geography	Hybrid	1
Geography	Sorghum bicolor	1
Heat stress	Hybrid	1
Heat stress	Population	1
Heat stress	Sorghum	1
Heat stress	Sorghum bicolor	1
Hybrid	Population	1
Hybrid	Sorghum	5
Hybrid	Sorghum bicolor	2
Materials science	Population	1
Materials science	Sorghum	1
Materials science	Sorghum bicolor	1
Population	Sorghum	2
Population	Sorghum bicolor	1
Population	Yield (engineering)	2
Sorghum	Sorghum bicolor	2
Sorghum bicolor	Yield (engineering)	2
Agricultural economics	Chemistry	1
Agricultural economics	Fertilizer	1
Agricultural economics	Nutrient	1
Agricultural economics	Nutrient management	1
Agricultural economics	Phosphorus	1
Agricultural economics	Potash	1
Agricultural economics	Subsidy	1
Agriculture	Nutrient management	4
Agriculture	Phosphorus	2
Agriculture	Potash	1
Agriculture	Profit (economics)	1
Agriculture	Subsidy	1
Agroforestry	Chemistry	3
Agroforestry	Fertilizer	2
Agroforestry	Nutrient	3
Agroforestry	Nutrient management	2
Agroforestry	Phosphorus	1
Agroforestry	Potash	1
Agroforestry	Profit (economics)	2
Agroforestry	Subsidy	1
Agronomy	Nutrient management	7
Agronomy	Potash	1
Agronomy	Subsidy	1
Biology	Nutrient management	7
Biology	Potash	1
Biology	Profit (economics)	2
Biology	Subsidy	1
Business	Chemistry	2
Business	Fertilizer	1
Business	Nutrient	1
Business	Nutrient management	1
Business	Palm oil	2
Business	Phosphorus	1
Business	Potash	1
Business	Profit (economics)	2
Business	Subsidy	1
Chemistry	Nutrient management	3
Chemistry	Palm oil	1
Chemistry	Potash	1
Chemistry	Profit (economics)	1
Chemistry	Subsidy	1
Ecology	Nutrient management	7
Ecology	Palm oil	3
Ecology	Potash	1
Ecology	Profit (economics)	1
Ecology	Subsidy	1
Economics	Nutrient	2
Economics	Nutrient management	2
Economics	Phosphorus	1
Economics	Potash	1
Economics	Subsidy	1
Environmental science	Nutrient	8
Environmental science	Nutrient management	6
Environmental science	Phosphorus	3
Environmental science	Potash	1
Environmental science	Subsidy	1
Fertilizer	Nutrient	7
Fertilizer	Nutrient management	4
Fertilizer	Palm oil	1
Fertilizer	Potash	1
Fertilizer	Profit (economics)	1
Fertilizer	Subsidy	1
Nutrient	Nutrient management	6
Nutrient	Palm oil	2
Nutrient	Potash	1
Nutrient	Profit (economics)	1
Nutrient	Subsidy	1
Nutrient management	Palm oil	2
Nutrient management	Phosphorus	3
Nutrient management	Potash	1
Nutrient management	Profit (economics)	1
Nutrient management	Subsidy	1
Nutrient management	Yield (engineering)	6
Palm oil	Phosphorus	1
Palm oil	Potash	1
Palm oil	Profit (economics)	2
Palm oil	Subsidy	1
Phosphorus	Potash	1
Phosphorus	Profit (economics)	1
Phosphorus	Subsidy	1
Potash	Profit (economics)	1
Potash	Subsidy	1
Potash	Yield (engineering)	1
Profit (economics)	Subsidy	1
Subsidy	Yield (engineering)	1
APX	Agronomy	1
APX	Antioxidant	1
APX	Biochemistry	1
APX	Biology	1
APX	Botany	1
APX	Catalase	1
APX	Chemistry	1
APX	Chlorophyll	1
APX	Drought tolerance	1
APX	Glutathione peroxidase	1
APX	Glutathione reductase	1
APX	Horticulture	1
APX	Malondialdehyde	1
APX	Oxidative stress	1
APX	Proline	1
APX	Reactive oxygen species	1
APX	Selenium	1
APX	Sodium selenate	1
Agronomy	Antioxidant	1
Agronomy	Catalase	1
Agronomy	Glutathione peroxidase	1
Agronomy	Glutathione reductase	1
Agronomy	Malondialdehyde	1
Agronomy	Oxidative stress	1
Agronomy	Proline	2
Agronomy	Reactive oxygen species	1
Agronomy	Selenium	1
Agronomy	Sodium selenate	1
Antioxidant	Chemistry	1
Antioxidant	Drought tolerance	1
Antioxidant	Malondialdehyde	1
Antioxidant	Oxidative stress	1
Antioxidant	Proline	1
Antioxidant	Reactive oxygen species	1
Antioxidant	Selenium	1
Antioxidant	Sodium selenate	1
Biochemistry	Drought tolerance	1
Biochemistry	Malondialdehyde	1
Biochemistry	Oxidative stress	1
Biochemistry	Proline	1
Biochemistry	Reactive oxygen species	1
Biochemistry	Selenium	1
Biochemistry	Sodium selenate	1
Biology	Malondialdehyde	1
Biology	Oxidative stress	1
Biology	Proline	2
Biology	Reactive oxygen species	2
Biology	Selenium	1
Biology	Sodium selenate	1
Botany	Malondialdehyde	1
Botany	Oxidative stress	1
Botany	Proline	2
Botany	Reactive oxygen species	2
Botany	Selenium	1
Botany	Sodium selenate	1
Catalase	Chemistry	1
Catalase	Drought tolerance	1
Catalase	Malondialdehyde	1
Catalase	Oxidative stress	1
Catalase	Proline	1
Catalase	Reactive oxygen species	1
Catalase	Selenium	1
Catalase	Sodium selenate	1
Chemistry	Drought tolerance	1
Chemistry	Glutathione peroxidase	1
Chemistry	Glutathione reductase	1
Chemistry	Malondialdehyde	1
Chemistry	Oxidative stress	1
Chemistry	Proline	1
Chemistry	Reactive oxygen species	2
Chemistry	Selenium	1
Chemistry	Sodium selenate	1
Chlorophyll	Drought tolerance	1
Chlorophyll	Malondialdehyde	1
Chlorophyll	Oxidative stress	1
Chlorophyll	Proline	2
Chlorophyll	Reactive oxygen species	1
Chlorophyll	Selenium	1
Chlorophyll	Sodium selenate	1
Drought tolerance	Glutathione peroxidase	1
Drought tolerance	Glutathione reductase	1
Drought tolerance	Horticulture	1
Drought tolerance	Malondialdehyde	1
Drought tolerance	Oxidative stress	1
Drought tolerance	Proline	1
Drought tolerance	Reactive oxygen species	1
Drought tolerance	Selenium	1
Drought tolerance	Sodium selenate	1
Glutathione peroxidase	Malondialdehyde	1
Glutathione peroxidase	Oxidative stress	1
Glutathione peroxidase	Proline	1
Glutathione peroxidase	Reactive oxygen species	1
Glutathione peroxidase	Selenium	1
Glutathione peroxidase	Sodium selenate	1
Glutathione reductase	Malondialdehyde	1
Glutathione reductase	Oxidative stress	1
Glutathione reductase	Proline	1
Glutathione reductase	Reactive oxygen species	1
Glutathione reductase	Selenium	1
Glutathione reductase	Sodium selenate	1
Horticulture	Malondialdehyde	1
Horticulture	Oxidative stress	1
Horticulture	Proline	2
Horticulture	Reactive oxygen species	1
Horticulture	Selenium	1
Horticulture	Sodium selenate	1
Malondialdehyde	Oxidative stress	1
Malondialdehyde	Proline	1
Malondialdehyde	Reactive oxygen species	1
Malondialdehyde	Selenium	1
Malondialdehyde	Sodium selenate	1
Oxidative stress	Proline	1
Oxidative stress	Reactive oxygen species	1
Oxidative stress	Selenium	1
Oxidative stress	Sodium selenate	1
Proline	Reactive oxygen species	1
Proline	Selenium	1
Proline	Sodium selenate	1
Reactive oxygen species	Selenium	1
Reactive oxygen species	Sodium selenate	1
Selenium	Sodium selenate	1
Agronomy	Tiller (botany)	4
Biology	Tiller (botany)	4
Hybrid	Limiting	1
Hybrid	Tiller (botany)	2
Limiting	Materials science	1
Limiting	Tiller (botany)	1
Materials science	Tiller (botany)	1
Tiller (botany)	Yield (engineering)	2
Agronomy	Allometry	1
Allometry	Biology	1
Allometry	Biomass (ecology)	1
Allometry	Botany	1
Allometry	Ecology	1
Allometry	Point of delivery	1
Allometry	Shoot	1
Allometry	Trait	1
Allometry	Yield (engineering)	1
Biomass (ecology)	Point of delivery	2
Biomass (ecology)	Trait	1
Botany	Point of delivery	2
Botany	Shoot	1
Botany	Trait	2
Ecology	Point of delivery	2
Ecology	Shoot	1
Ecology	Trait	1
Point of delivery	Shoot	1
Point of delivery	Trait	1
Shoot	Trait	1
Trait	Yield (engineering)	2
Agriculture	Biofortification	1
Agriculture	Essential nutrient	1
Agriculture	Malnutrition	1
Agriculture	Medicine	1
Agriculture	Micronutrient	1
Biofortification	Biology	1
Biofortification	Biotechnology	1
Biofortification	Ecology	1
Biofortification	Environmental health	1
Biofortification	Essential nutrient	1
Biofortification	Food security	1
Biofortification	Malnutrition	1
Biofortification	Medicine	1
Biofortification	Micronutrient	1
Biofortification	Nutrient	1
Biofortification	Population	1
Biology	Environmental health	2
Biology	Essential nutrient	1
Biology	Malnutrition	1
Biology	Micronutrient	2
Biotechnology	Environmental health	1
Biotechnology	Essential nutrient	1
Biotechnology	Food security	1
Biotechnology	Malnutrition	1
Biotechnology	Medicine	1
Biotechnology	Micronutrient	1
Biotechnology	Nutrient	1
Biotechnology	Population	1
Ecology	Environmental health	2
Ecology	Essential nutrient	1
Ecology	Malnutrition	1
Ecology	Micronutrient	2
Environmental health	Essential nutrient	1
Environmental health	Malnutrition	1
Environmental health	Medicine	1
Environmental health	Micronutrient	1
Environmental health	Nutrient	1
Essential nutrient	Food security	1
Essential nutrient	Malnutrition	1
Essential nutrient	Medicine	1
Essential nutrient	Micronutrient	1
Essential nutrient	Nutrient	1
Essential nutrient	Population	1
Food security	Malnutrition	1
Food security	Medicine	1
Food security	Micronutrient	1
Food security	Nutrient	1
Malnutrition	Medicine	1
Malnutrition	Micronutrient	1
Malnutrition	Nutrient	1
Malnutrition	Population	1
Medicine	Micronutrient	2
Medicine	Nutrient	2
Medicine	Population	1
Micronutrient	Nutrient	2
Micronutrient	Population	1
Nutrient	Population	1
Agronomy	Body weight	1
Agronomy	Growth rate	1
Agronomy	Maturity (psychological)	4
Agronomy	Weight gain	1
Animal science	Body weight	1
Animal science	Grain yield	1
Animal science	Growth rate	1
Animal science	Kernel (algebra)	1
Animal science	Maturity (psychological)	1
Animal science	Weight gain	1
Biology	Body weight	1
Biology	Growth rate	1
Biology	Maturity (psychological)	4
Biology	Weight gain	1
Body weight	Grain yield	1
Body weight	Growth rate	1
Body weight	Horticulture	1
Body weight	Hybrid	1
Body weight	Kernel (algebra)	1
Body weight	Mathematics	1
Body weight	Maturity (psychological)	1
Body weight	Weight gain	1
Body weight	Yield (engineering)	1
Grain yield	Growth rate	1
Grain yield	Horticulture	2
Grain yield	Maturity (psychological)	1
Grain yield	Weight gain	1
Growth rate	Horticulture	1
Growth rate	Hybrid	1
Growth rate	Kernel (algebra)	1
Growth rate	Mathematics	1
Growth rate	Maturity (psychological)	1
Growth rate	Weight gain	1
Growth rate	Yield (engineering)	1
Horticulture	Kernel (algebra)	1
Horticulture	Maturity (psychological)	1
Horticulture	Weight gain	1
Hybrid	Maturity (psychological)	2
Hybrid	Weight gain	1
Kernel (algebra)	Maturity (psychological)	1
Kernel (algebra)	Weight gain	1
Mathematics	Maturity (psychological)	2
Mathematics	Weight gain	1
Maturity (psychological)	Weight gain	1
Maturity (psychological)	Yield (engineering)	3
Weight gain	Yield (engineering)	1
Agronomy	Moisture	2
Animal science	Biotechnology	2
Animal science	Fertilizer	1
Animal science	Grain quality	1
Animal science	Moisture	1
Animal science	Productivity	1
Animal science	Starch	1
Biology	Moisture	2
Biotechnology	Food science	2
Biotechnology	Grain quality	1
Biotechnology	Moisture	1
Biotechnology	Nitrogen	3
Biotechnology	Productivity	1
Biotechnology	Starch	1
Chemistry	Food science	4
Chemistry	Grain quality	1
Chemistry	Moisture	1
Chemistry	Starch	1
Environmental science	Food science	2
Environmental science	Grain quality	2
Environmental science	Moisture	4
Environmental science	Starch	1
Fertilizer	Food science	1
Fertilizer	Grain quality	1
Fertilizer	Moisture	1
Fertilizer	Starch	1
Food science	Moisture	1
Food science	Nitrogen	1
Food science	Productivity	1
Grain quality	Moisture	1
Grain quality	Nitrogen	1
Grain quality	Productivity	1
Moisture	Nitrogen	1
Moisture	Productivity	1
Moisture	Starch	1
Nitrogen	Starch	1
Productivity	Starch	1
Agroforestry	Arachis hypogaea	1
Agroforestry	Drought stress	1
Arachis hypogaea	Climate change	1
Arachis hypogaea	Drought stress	1
Arachis hypogaea	Ecology	1
Arachis hypogaea	Environmental science	1
Arachis hypogaea	Geography	1
Arachis hypogaea	Growing season	1
Arachis hypogaea	Sowing	1
Climate change	Drought stress	1
Drought stress	Geography	1
Drought stress	Growing season	1
Drought stress	Sowing	1
Agricultural economics	Climate change	3
Agricultural economics	Greenhouse gas	1
Agricultural economics	Natural resource economics	2
Agricultural economics	Spillover effect	1
Agricultural economics	Total factor productivity	1
Agricultural land	Agricultural productivity	1
Agricultural land	Business	1
Agricultural land	Climate change	1
Agricultural land	Cropping	1
Agricultural land	Economic growth	1
Agricultural land	Greenhouse gas	1
Agricultural land	Natural resource economics	1
Agricultural land	Productivity	1
Agricultural land	Spillover effect	1
Agricultural land	Total factor productivity	1
Agricultural productivity	Climate change	2
Agricultural productivity	Cropping	1
Agricultural productivity	Greenhouse gas	1
Agricultural productivity	Land use	1
Agricultural productivity	Spillover effect	1
Agricultural productivity	Total factor productivity	1
Agriculture	Spillover effect	1
Agriculture	Total factor productivity	1
Business	Land use	1
Business	Spillover effect	1
Business	Total factor productivity	1
Climate change	Economic growth	3
Climate change	Land use	1
Climate change	Spillover effect	1
Climate change	Total factor productivity	1
Cropping	Greenhouse gas	1
Cropping	Land use	1
Cropping	Natural resource economics	1
Cropping	Spillover effect	1
Cropping	Total factor productivity	1
Ecology	Economic growth	3
Ecology	Spillover effect	1
Ecology	Total factor productivity	1
Economic growth	Environmental science	4
Economic growth	Greenhouse gas	1
Economic growth	Land use	1
